epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,577.529,0.76346,0.53038,0.99428,0.93254,0.96667,0.93147,0.6392,1.06706,0.63749,1.06789,0.0007526,0.0007526,0.0007526
65,586.501,0.69826,0.50228,0.97673,0.93548,0.96654,0.93147,0.6365,1.03917,0.62648,1.05638,0.0007328,0.0007328,0.0007328
66,595.452,0.68455,0.4961,0.97968,0.90864,0.9947,0.92955,0.64689,1.04631,0.61997,1.05114,0.000713,0.000713,0.000713
67,604.398,0.70926,0.51454,0.98522,0.90884,0.99702,0.93227,0.65001,1.05997,0.61317,1.05196,0.0006932,0.0006932,0.0006932
68,613.352,0.68834,0.49476,0.97058,0.90599,1,0.93872,0.65153,1.05161,0.61155,1.05062,0.0006734,0.0006734,0.0006734
69,622.242,0.68757,0.49928,0.9636,0.93161,0.96667,0.95041,0.68105,1.03269,0.61358,1.05387,0.0006536,0.0006536,0.0006536
70,631.125,0.68721,0.49414,0.97,0.93215,0.96667,0.94677,0.68764,1.03423,0.61535,1.05613,0.0006338,0.0006338,0.0006338
71,640.053,0.72844,0.50518,0.97878,0.93238,0.96667,0.93792,0.67046,1.03233,0.62583,1.05349,0.000614,0.000614,0.000614
72,649.02,0.69509,0.48631,0.97666,0.93099,0.96667,0.93,0.64987,1.0366,0.62979,1.05912,0.0005942,0.0005942,0.0005942
73,657.993,0.66553,0.46999,0.95674,0.93295,0.96667,0.93194,0.65165,1.056,0.63466,1.06846,0.0005744,0.0005744,0.0005744
74,666.899,0.72067,0.50468,0.98912,0.92629,0.93333,0.92651,0.64012,1.07836,0.64469,1.06801,0.0005546,0.0005546,0.0005546
75,675.79,0.69946,0.49813,0.97676,0.92454,0.93333,0.92719,0.63898,1.10082,0.64999,1.07252,0.0005348,0.0005348,0.0005348
76,684.704,0.67728,0.48623,0.98643,0.90151,0.96667,0.93287,0.63184,1.13744,0.66474,1.07958,0.000515,0.000515,0.000515
77,693.658,0.68632,0.48736,0.97447,0.90154,0.96667,0.92851,0.63527,1.10886,0.66342,1.07091,0.0004952,0.0004952,0.0004952
78,702.617,0.65145,0.4652,0.95863,0.93331,0.96667,0.92774,0.64996,1.03349,0.63123,1.05099,0.0004754,0.0004754,0.0004754
79,711.532,0.70254,0.49234,0.98504,0.93331,0.96667,0.92774,0.66114,1.02097,0.61867,1.0525,0.0004556,0.0004556,0.0004556
80,720.452,0.67971,0.47828,0.97044,0.89918,0.93333,0.92856,0.65347,1.04621,0.63901,1.0582,0.0004358,0.0004358,0.0004358
81,729.458,0.63205,0.45704,0.95662,0.89846,0.93333,0.92904,0.64956,1.04851,0.63948,1.05148,0.000416,0.000416,0.000416
82,738.845,0.65918,0.45865,0.96358,0.91528,0.93333,0.93148,0.65739,1.03847,0.62272,1.04361,0.0003962,0.0003962,0.0003962
83,748.287,0.66416,0.44771,0.94141,0.91035,0.93333,0.93148,0.65281,1.03683,0.61905,1.04754,0.0003764,0.0003764,0.0003764
84,757.424,0.6517,0.45561,0.95971,0.92693,0.93333,0.92908,0.65051,1.03729,0.61219,1.05006,0.0003566,0.0003566,0.0003566
85,766.804,0.64073,0.46489,0.95048,0.92768,0.93333,0.92708,0.64771,1.03909,0.60983,1.04807,0.0003368,0.0003368,0.0003368
86,776.473,0.65364,0.4583,0.95674,0.92815,0.93333,0.92636,0.64878,1.03434,0.605,1.03451,0.000317,0.000317,0.000317
87,786.589,0.6496,0.46046,0.95985,0.92894,0.93333,0.92828,0.65706,1.02787,0.60014,1.02784,0.0002972,0.0002972,0.0002972
88,796.156,0.64172,0.4435,0.94802,0.92947,0.93333,0.93308,0.66398,0.98869,0.58472,1.01847,0.0002774,0.0002774,0.0002774
89,806.003,0.63845,0.45507,0.96164,0.92925,0.93333,0.93379,0.67113,0.97544,0.58756,1.01334,0.0002576,0.0002576,0.0002576
90,815.216,0.65407,0.46187,0.96338,0.93513,0.96123,0.93546,0.66177,0.98361,0.57941,1.01566,0.0002378,0.0002378,0.0002378
91,842.416,0.58959,0.41981,0.91615,0.93516,0.96158,0.93713,0.65657,0.99473,0.58248,1.02,0.000218,0.000218,0.000218
92,851.339,0.57126,0.40239,0.91297,0.93525,0.963,0.93533,0.64771,1.03434,0.5953,1.0285,0.0001982,0.0001982,0.0001982
93,860.151,0.53768,0.38346,0.90287,0.93535,0.96461,0.93352,0.64636,1.04399,0.59911,1.03032,0.0001784,0.0001784,0.0001784
94,869.426,0.54981,0.38281,0.88747,0.93541,0.96548,0.93352,0.64821,1.03244,0.59677,1.03107,0.0001586,0.0001586,0.0001586
95,878.706,0.55228,0.39515,0.90389,0.93536,0.96473,0.93427,0.65254,1.02519,0.59826,1.03112,0.0001388,0.0001388,0.0001388
96,887.781,0.5355,0.39105,0.88541,0.93528,0.96358,0.93427,0.6593,1.00524,0.59009,1.0316,0.000119,0.000119,0.000119
97,896.792,0.53211,0.38447,0.87927,0.93525,0.96306,0.93427,0.65275,0.99936,0.59164,1.03269,9.92e-05,9.92e-05,9.92e-05
98,905.822,0.54896,0.38459,0.89677,0.88197,0.99641,0.93245,0.65581,0.9965,0.59333,1.0382,7.94e-05,7.94e-05,7.94e-05
99,914.804,0.5445,0.38896,0.89527,0.88175,0.9944,0.93245,0.65831,0.99607,0.59593,1.03944,5.96e-05,5.96e-05,5.96e-05
100,923.872,0.53417,0.38084,0.88719,0.88147,0.99175,0.93173,0.66123,0.99725,0.59774,1.03924,3.98e-05,3.98e-05,3.98e-05
